Ekonomiskt bistånd, Utbetalt ekonomiskt bistånd inklusive introduktionsersättning, tusental kronor
Region;Inrikes­ eller utrikesfödda hushåll;Hushållstyp;2021;2022;2023;2024
Övertorneå;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Övertorneå;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Pajala;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Pajala;Inrikes födda;Ensamstående man utan barn;408;262;200;135
Pajala;Inrikes födda;Ensamstående man med barn;­­;28;­­;­­
Pajala;Inrikes födda;Ensamstående kvinna utan barn;131;142;169;35
Pajala;Inrikes födda;Ensamstående kvinna med barn;37;56;­­;­­
Pajala;Inrikes födda;Sammanboende par utan barn;­­;­­;­­;­­
Pajala;Inrikes födda;Sammanboende par med barn;14;131;48;­­
Pajala;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Pajala;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;439;331;174;79
Pajala;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;­­;26;­­;­­
Pajala;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;221;113;164;142
Pajala;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;423;44;85;72
Pajala;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;­­;­­;­­;­­
Pajala;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;­­;9;­­;­­
Pajala;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Pajala;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Pajala;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Pajala;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Pajala;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Pajala;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;­­;­­;­­;­­
Pajala;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;9;70;7;87
Pajala;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Pajala;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Pajala;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Pajala;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Pajala;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Pajala;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Pajala;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Gällivare;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Gällivare;Inrikes födda;Ensamstående man utan barn;1774;1590;­­;­­
Gällivare;Inrikes födda;Ensamstående man med barn;105;289;­­;­­
Gällivare;Inrikes födda;Ensamstående kvinna utan barn;1013;1130;­­;­­
Gällivare;Inrikes födda;Ensamstående kvinna med barn;283;376;­­;­­
Gällivare;Inrikes födda;Sammanboende par utan barn;190;55;­­;­­
Gällivare;Inrikes födda;Sammanboende par med barn;161;133;­­;­­
Gällivare;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Gällivare;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;1219;657;­­;­­
Gällivare;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;­­;­­;­­;­­
Gällivare;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;32;242;­­;­­
Gällivare;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;315;530;­­;­­
Gällivare;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;­­;­­;­­;­­
Gällivare;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;6;9;­­;­­
Gällivare;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Gällivare;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Gällivare;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Gällivare;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Gällivare;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Gällivare;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;­­;­­;­­;­­
Gällivare;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;950;1132;­­;­­
Gällivare;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Gällivare;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Gällivare;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Gällivare;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Gällivare;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Gällivare;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Gällivare;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Älvsbyn;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Älvsbyn;Inrikes födda;Ensamstående man utan barn;1273;1367;1960;1987
Älvsbyn;Inrikes födda;Ensamstående man med barn;225;113;209;197
Älvsbyn;Inrikes födda;Ensamstående kvinna utan barn;729;773;873;770
Älvsbyn;Inrikes födda;Ensamstående kvinna med barn;440;371;190;190
Älvsbyn;Inrikes födda;Sammanboende par utan barn;0;­­;­­;57
Älvsbyn;Inrikes födda;Sammanboende par med barn;46;52;2;117
Älvsbyn;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Älvsbyn;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;745;602;363;179
Älvsbyn;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;9;­­;21;163
Älvsbyn;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;587;449;476;552
Älvsbyn;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;366;197;348;425
Älvsbyn;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;6;­­;­­;­­
Älvsbyn;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;­­;­­;­­;­­
Älvsbyn;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Älvsbyn;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Älvsbyn;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Älvsbyn;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Älvsbyn;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Älvsbyn;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;112;132;213;93
Älvsbyn;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;566;293;339;134
Älvsbyn;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Älvsbyn;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Älvsbyn;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Älvsbyn;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Älvsbyn;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Älvsbyn;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Älvsbyn;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Luleå;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Luleå;Inrikes födda;Ensamstående man utan barn;21067;18161;17883;21205
Luleå;Inrikes födda;Ensamstående man med barn;3379;2814;2637;157
Luleå;Inrikes födda;Ensamstående kvinna utan barn;13117;12193;12669;14851
Luleå;Inrikes födda;Ensamstående kvinna med barn;5305;5064;4332;2422
Luleå;Inrikes födda;Sammanboende par utan barn;872;738;831;1033
Luleå;Inrikes födda;Sammanboende par med barn;494;565;450;227
Luleå;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Luleå;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;7737;6227;5268;6478
Luleå;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;814;901;895;86
Luleå;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;5980;6375;6650;6901
Luleå;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;4359;4442;3999;3252
Luleå;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;161;211;124;370
Luleå;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;399;572;84;­­
Luleå;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Luleå;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Luleå;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Luleå;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Luleå;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Luleå;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;1213;917;1010;1508
Luleå;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;5469;4902;3551;3122
Luleå;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;47;0;­­;­­
Luleå;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Luleå;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Luleå;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Luleå;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Luleå;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Luleå;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Piteå;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Piteå;Inrikes födda;Ensamstående man utan barn;6934;6278;6564;6566
Piteå;Inrikes födda;Ensamstående man med barn;1575;1471;1144;799
Piteå;Inrikes födda;Ensamstående kvinna utan barn;5782;4386;3360;3459
Piteå;Inrikes födda;Ensamstående kvinna med barn;1919;1440;1664;1435
Piteå;Inrikes födda;Sammanboende par utan barn;114;28;32;40
Piteå;Inrikes födda;Sammanboende par med barn;237;203;162;69
Piteå;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Piteå;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;2473;1922;1829;1805
Piteå;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;556;119;146;160
Piteå;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;1764;1549;1857;1550
Piteå;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;2658;2357;2138;1562
Piteå;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;1;3;10;35
Piteå;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;9;82;16;­­
Piteå;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Piteå;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Piteå;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Piteå;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Piteå;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Piteå;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;39;130;59;2
Piteå;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;1208;957;549;564
Piteå;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;21;­­;7
Piteå;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Piteå;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Piteå;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Piteå;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Piteå;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Piteå;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Boden;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Boden;Inrikes födda;Ensamstående man utan barn;5787;6018;6605;­­
Boden;Inrikes födda;Ensamstående man med barn;1283;1324;1298;­­
Boden;Inrikes födda;Ensamstående kvinna utan barn;4460;3735;3502;­­
Boden;Inrikes födda;Ensamstående kvinna med barn;1588;1780;2044;­­
Boden;Inrikes födda;Sammanboende par utan barn;151;30;1;­­
Boden;Inrikes födda;Sammanboende par med barn;94;95;151;­­
Boden;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Boden;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;3532;2988;3204;­­
Boden;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;308;448;594;­­
Boden;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;2817;2049;1706;­­
Boden;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;1447;2259;1028;­­
Boden;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;20;37;­­;­­
Boden;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;29;28;43;­­
Boden;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Boden;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Boden;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Boden;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Boden;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Boden;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;288;179;225;­­
Boden;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;841;721;358;­­
Boden;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Boden;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Boden;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Boden;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Boden;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Boden;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Boden;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Haparanda;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Haparanda;Inrikes födda;Ensamstående man utan barn;1947;1906;2429;2148
Haparanda;Inrikes födda;Ensamstående man med barn;­­;­­;­­;­­
Haparanda;Inrikes födda;Ensamstående kvinna utan barn;692;1119;1248;1449
Haparanda;Inrikes födda;Ensamstående kvinna med barn;572;272;245;225
Haparanda;Inrikes födda;Sammanboende par utan barn;14;­­;25;­­
Haparanda;Inrikes födda;Sammanboende par med barn;342;538;463;701
Haparanda;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Haparanda;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;1461;957;1087;1517
Haparanda;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;­­;35;45;185
Haparanda;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;714;909;897;975
Haparanda;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;880;819;761;546
Haparanda;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;­­;­­;45;­­
Haparanda;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;77;123;70;27
Haparanda;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Haparanda;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Haparanda;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Haparanda;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Haparanda;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Haparanda;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;16;3;231;118
Haparanda;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;401;702;457;526
Haparanda;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Haparanda;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Haparanda;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Haparanda;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Haparanda;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Haparanda;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Haparanda;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Kiruna;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Kiruna;Inrikes födda;Ensamstående man utan barn;5831;5090;4485;4450
Kiruna;Inrikes födda;Ensamstående man med barn;­­;­­;0;246
Kiruna;Inrikes födda;Ensamstående kvinna utan barn;2063;2168;1749;1791
Kiruna;Inrikes födda;Ensamstående kvinna med barn;1639;1260;1505;1293
Kiruna;Inrikes födda;Sammanboende par utan barn;137;118;88;26
Kiruna;Inrikes födda;Sammanboende par med barn;173;115;­­;194
Kiruna;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Kiruna;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;1292;1100;1061;976
Kiruna;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;451;45;19;86
Kiruna;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;546;943;736;319
Kiruna;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;1125;1340;908;713
Kiruna;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;20;­­;­­;4
Kiruna;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;10;41;4;9
Kiruna;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Kiruna;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
