Ekonomiskt bistånd, Utbetalt ekonomiskt bistånd inklusive introduktionsersättning, tusental kronor
Region;Inrikes­ eller utrikesfödda hushåll;Hushållstyp;2021;2022;2023;2024
Lidköping;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;3330;2950;2719;2382
Lidköping;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;439;560;341;331
Lidköping;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;4054;3430;3690;4170
Lidköping;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;2685;3369;2229;2372
Lidköping;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;135;2;149;69
Lidköping;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;120;42;­­;1
Lidköping;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Lidköping;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Lidköping;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Lidköping;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Lidköping;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Lidköping;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;1014;947;490;639
Lidköping;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;4633;3070;2453;2072
Lidköping;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Lidköping;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Lidköping;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Lidköping;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Lidköping;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Lidköping;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Lidköping;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Skara;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Skara;Inrikes födda;Ensamstående man utan barn;4864;4115;4331;4923
Skara;Inrikes födda;Ensamstående man med barn;80;89;118;97
Skara;Inrikes födda;Ensamstående kvinna utan barn;2449;2124;2698;3333
Skara;Inrikes födda;Ensamstående kvinna med barn;1021;1228;935;591
Skara;Inrikes födda;Sammanboende par utan barn;163;147;194;146
Skara;Inrikes födda;Sammanboende par med barn;74;71;32;­­
Skara;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Skara;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;2414;1795;1885;1842
Skara;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;212;120;280;276
Skara;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;1282;1675;1821;2154
Skara;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;2595;2773;2312;3032
Skara;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;84;­­;11;43
Skara;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;30;51;­­;2
Skara;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Skara;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Skara;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Skara;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Skara;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Skara;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;1321;951;1073;850
Skara;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;2816;2634;2064;1600
Skara;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Skara;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Skara;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Skara;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Skara;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Skara;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Skara;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Skövde;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Skövde;Inrikes födda;Ensamstående man utan barn;6051;5360;5483;6538
Skövde;Inrikes födda;Ensamstående man med barn;304;173;288;536
Skövde;Inrikes födda;Ensamstående kvinna utan barn;3473;3634;3602;3872
Skövde;Inrikes födda;Ensamstående kvinna med barn;698;519;362;590
Skövde;Inrikes födda;Sammanboende par utan barn;­­;34;­­;126
Skövde;Inrikes födda;Sammanboende par med barn;93;70;15;1
Skövde;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Skövde;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;3746;3273;3486;3142
Skövde;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;489;581;528;340
Skövde;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;4608;3875;3939;3739
Skövde;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;2755;2731;2648;4257
Skövde;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;124;42;69;154
Skövde;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;72;17;­­;17
Skövde;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Skövde;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Skövde;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Skövde;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Skövde;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Skövde;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;2308;1622;1115;1431
Skövde;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;3398;3461;2591;2281
Skövde;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Skövde;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Skövde;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Skövde;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Skövde;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Skövde;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Skövde;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Hjo;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Hjo;Inrikes födda;Ensamstående man utan barn;3159;2991;3785;3909
Hjo;Inrikes födda;Ensamstående man med barn;­­;­­;52;31
Hjo;Inrikes födda;Ensamstående kvinna utan barn;2060;1710;1370;1627
Hjo;Inrikes födda;Ensamstående kvinna med barn;529;250;255;408
Hjo;Inrikes födda;Sammanboende par utan barn;127;105;­­;24
Hjo;Inrikes födda;Sammanboende par med barn;306;99;98;70
Hjo;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Hjo;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;1267;866;1035;733
Hjo;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;108;­­;41;­­
Hjo;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;82;208;305;341
Hjo;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;544;582;432;472
Hjo;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;3;­­;18;­­
Hjo;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;­­;266;64;217
Hjo;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Hjo;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Hjo;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Hjo;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Hjo;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Hjo;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;88;33;254;212
Hjo;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;520;573;460;353
Hjo;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Hjo;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Hjo;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Hjo;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Hjo;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Hjo;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Hjo;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Tidaholm;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Tidaholm;Inrikes födda;Ensamstående man utan barn;3137;2876;3139;2600
Tidaholm;Inrikes födda;Ensamstående man med barn;328;107;151;184
Tidaholm;Inrikes födda;Ensamstående kvinna utan barn;2063;2344;2469;1829
Tidaholm;Inrikes födda;Ensamstående kvinna med barn;1653;1271;1021;978
Tidaholm;Inrikes födda;Sammanboende par utan barn;299;137;177;62
Tidaholm;Inrikes födda;Sammanboende par med barn;180;155;137;212
Tidaholm;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Tidaholm;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;2071;1468;1456;1131
Tidaholm;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;56;86;71;­­
Tidaholm;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;1242;1095;747;1023
Tidaholm;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;555;753;698;818
Tidaholm;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;45;6;4;­­
Tidaholm;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;­­;­­;9;11
Tidaholm;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Tidaholm;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Tidaholm;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Tidaholm;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Tidaholm;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Tidaholm;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;570;483;458;250
Tidaholm;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;2223;2223;1651;1482
Tidaholm;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Tidaholm;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Tidaholm;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Tidaholm;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Tidaholm;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Tidaholm;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Tidaholm;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Falköping;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Falköping;Inrikes födda;Ensamstående man utan barn;8503;7951;8648;10498
Falköping;Inrikes födda;Ensamstående man med barn;859;754;484;603
Falköping;Inrikes födda;Ensamstående kvinna utan barn;4286;4223;4879;4345
Falköping;Inrikes födda;Ensamstående kvinna med barn;1761;1923;1701;2387
Falköping;Inrikes födda;Sammanboende par utan barn;424;406;248;856
Falköping;Inrikes födda;Sammanboende par med barn;202;126;49;130
Falköping;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Falköping;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;6769;4618;4557;5461
Falköping;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;577;401;288;82
Falköping;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;5537;5959;5365;5725
Falköping;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;4833;5045;4925;4115
Falköping;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;95;185;131;68
Falköping;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;91;15;­­;62
Falköping;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Falköping;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Falköping;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Falköping;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Falköping;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Falköping;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;2614;2354;2410;2402
Falköping;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;6099;5566;5292;4700
Falköping;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Falköping;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Falköping;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Falköping;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Falköping;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Falköping;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Falköping;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Värmlands län;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Värmlands län;Inrikes födda;Ensamstående man utan barn;98858;96368;97006;103166
Värmlands län;Inrikes födda;Ensamstående man med barn;6919;6121;6288;6033
Värmlands län;Inrikes födda;Ensamstående kvinna utan barn;52603;50756;53387;55908
Värmlands län;Inrikes födda;Ensamstående kvinna med barn;20835;20461;18761;21149
Värmlands län;Inrikes födda;Sammanboende par utan barn;3877;4270;4377;4599
Värmlands län;Inrikes födda;Sammanboende par med barn;3993;2832;2759;3375
Värmlands län;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Värmlands län;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;45926;38600;37072;38049
Värmlands län;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;5172;5063;4950;4050
Värmlands län;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;34103;33022;35313;37201
Värmlands län;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;29459;29305;28216;26904
Värmlands län;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;1105;1024;671;1040
Värmlands län;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;913;1104;1154;864
Värmlands län;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Värmlands län;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Värmlands län;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Värmlands län;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Värmlands län;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Värmlands län;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;11175;10412;9990;11234
Värmlands län;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;43767;45942;37739;35630
Värmlands län;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;334;156;81;­­
Värmlands län;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Värmlands län;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Värmlands län;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Värmlands län;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Värmlands län;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Värmlands län;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Kil;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Kil;Inrikes födda;Ensamstående man utan barn;4551;4506;4045;4100
Kil;Inrikes födda;Ensamstående man med barn;392;149;130;149
Kil;Inrikes födda;Ensamstående kvinna utan barn;2648;2925;2411;2680
Kil;Inrikes födda;Ensamstående kvinna med barn;1358;1133;986;1085
Kil;Inrikes födda;Sammanboende par utan barn;109;197;­­;56
Kil;Inrikes födda;Sammanboende par med barn;64;­­;28;11
Kil;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Kil;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;1501;1229;927;1115
Kil;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;284;383;465;145
Kil;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;1038;1402;1427;1151
Kil;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;669;859;879;1127
Kil;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;143;208;74;6
Kil;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;­­;­­;­­;­­
Kil;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Kil;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Kil;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Kil;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Kil;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Kil;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;505;427;536;455
Kil;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;2425;3064;2715;2534
Kil;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Kil;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Kil;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Kil;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Kil;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Kil;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Kil;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Eda;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Eda;Inrikes födda;Ensamstående man utan barn;2062;1930;1618;2402
Eda;Inrikes födda;Ensamstående man med barn;101;144;94;137
Eda;Inrikes födda;Ensamstående kvinna utan barn;707;704;466;924
Eda;Inrikes födda;Ensamstående kvinna med barn;328;273;310;368
Eda;Inrikes födda;Sammanboende par utan barn;149;188;249;285
Eda;Inrikes födda;Sammanboende par med barn;134;173;222;290
Eda;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Eda;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;1007;1080;1180;1384
Eda;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;208;185;192;136
Eda;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;909;562;609;757
Eda;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;213;269;365;720
Eda;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;­­;­­;­­;­­
Eda;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;90;44;109;4
Eda;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Eda;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Eda;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Eda;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Eda;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Eda;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;306;184;188;357
Eda;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;549;407;482;426
Eda;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Eda;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Eda;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Eda;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Eda;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Eda;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Eda;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Torsby;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Torsby;Inrikes födda;Ensamstående man utan barn;4218;4623;4168;3959
Torsby;Inrikes födda;Ensamstående man med barn;40;108;128;114
Torsby;Inrikes födda;Ensamstående kvinna utan barn;2979;2548;2551;2693
Torsby;Inrikes födda;Ensamstående kvinna med barn;820;984;837;768
Torsby;Inrikes födda;Sammanboende par utan barn;16;104;224;124
Torsby;Inrikes födda;Sammanboende par med barn;182;74;151;133
Torsby;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Torsby;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;1423;1404;1285;1165
Torsby;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;199;254;73;280
Torsby;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;1284;1343;1316;1214
Torsby;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;780;721;456;637
Torsby;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;21;102;­­;­­
Torsby;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;137;110;216;219
Torsby;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Torsby;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Torsby;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Torsby;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Torsby;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Torsby;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;26;­­;4;191
Torsby;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;726;1016;858;1034
Torsby;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;13;15;­­
Torsby;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Torsby;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Torsby;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Torsby;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Torsby;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Torsby;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Storfors;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Storfors;Inrikes födda;Ensamstående man utan barn;629;678;636;1111
Storfors;Inrikes födda;Ensamstående man med barn;­­;­­;35;56
Storfors;Inrikes födda;Ensamstående kvinna utan barn;393;436;603;615
Storfors;Inrikes födda;Ensamstående kvinna med barn;270;428;235;294
Storfors;Inrikes födda;Sammanboende par utan barn;133;100;138;149
Storfors;Inrikes födda;Sammanboende par med barn;23;11;37;105
Storfors;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Storfors;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;420;256;573;729
Storfors;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;81;75;9;4
Storfors;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;470;226;320;403
Storfors;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;156;3;3;84
Storfors;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;9;­­;3;46
Storfors;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;­­;­­;­­;­­
Storfors;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Storfors;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Storfors;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Storfors;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
Storfors;Både registerledare/sambo utrikesfödda;Ensamstående kvinna med barn;­­;­­;­­;­­
Storfors;Både registerledare/sambo utrikesfödda;Sammanboende par utan barn;­­;­­;­­;­­
Storfors;Både registerledare/sambo utrikesfödda;Sammanboende par med barn;185;217;­­;24
Storfors;Okänt;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Storfors;Okänt;Ensamstående man utan barn;­­;­­;­­;­­
Storfors;Okänt;Ensamstående man med barn;­­;­­;­­;­­
Storfors;Okänt;Ensamstående kvinna utan barn;­­;­­;­­;­­
Storfors;Okänt;Ensamstående kvinna med barn;­­;­­;­­;­­
Storfors;Okänt;Sammanboende par utan barn;­­;­­;­­;­­
Storfors;Okänt;Sammanboende par med barn;­­;­­;­­;­­
Hammarö;Inrikes födda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Hammarö;Inrikes födda;Ensamstående man utan barn;3059;2296;1982;2381
Hammarö;Inrikes födda;Ensamstående man med barn;129;362;252;249
Hammarö;Inrikes födda;Ensamstående kvinna utan barn;2520;2091;2374;2718
Hammarö;Inrikes födda;Ensamstående kvinna med barn;931;1266;729;630
Hammarö;Inrikes födda;Sammanboende par utan barn;52;23;83;2
Hammarö;Inrikes födda;Sammanboende par med barn;191;88;48;101
Hammarö;En av registerledare/sambo utrikesfödd;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Hammarö;En av registerledare/sambo utrikesfödd;Ensamstående man utan barn;1802;1153;783;960
Hammarö;En av registerledare/sambo utrikesfödd;Ensamstående man med barn;­­;­­;­­;­­
Hammarö;En av registerledare/sambo utrikesfödd;Ensamstående kvinna utan barn;1268;829;669;720
Hammarö;En av registerledare/sambo utrikesfödd;Ensamstående kvinna med barn;1564;2153;1619;1677
Hammarö;En av registerledare/sambo utrikesfödd;Sammanboende par utan barn;26;­­;­­;­­
Hammarö;En av registerledare/sambo utrikesfödd;Sammanboende par med barn;­­;­­;­­;­­
Hammarö;Både registerledare/sambo utrikesfödda;Barnhushåll (sökande < 18 år) inkl. okänd hushållstyp;­­;­­;­­;­­
Hammarö;Både registerledare/sambo utrikesfödda;Ensamstående man utan barn;­­;­­;­­;­­
Hammarö;Både registerledare/sambo utrikesfödda;Ensamstående man med barn;­­;­­;­­;­­
Hammarö;Både registerledare/sambo utrikesfödda;Ensamstående kvinna utan barn;­­;­­;­­;­­
